Strain,Stress
0.00417709417192011,1.31552169045675
0.00417709417192011,1.47652705610887
0.00417709417192011,0.89490267556406
0.00518127126609213,1.91966810556273
0.00518127126609213,1.83466760089534
0.00618544836026397,2.27199605350569
0.00618544836026397,2.61233099054511
0.007189625454436,4.09572599629433
0.007189625454436,4.20062723087169
0.00819380254860784,5.02860000072389
0.00819380254860784,4.03952386698341
0.00919797964277987,5.49004381922086
0.00919797964277987,5.15056561586743
0.0102021567369517,7.22989107522994
0.0102021567369517,5.44734297209793
0.0112063338311235,6.93854012298054
0.0112063338311235,7.08231627619798
0.0122105109252956,8.79249511719634
0.0122105109252956,8.32558082806661
0.0132146880194674,9.0339349214307
0.0132146880194674,8.42612928617483
0.0142188651136394,9.41768164286636
0.0142188651136394,9.75492594251217
0.0152230422078113,11.8523473425499
0.0152230422078113,10.5670930329703
0.0162272193019833,11.0870147605192
0.0162272193019833,12.1439022082208
0.0172313963961551,13.1177702552536
0.0172313963961551,12.3799801109652
0.018235573490327,12.9916155975401
0.018235573490327,13.2475374690822
0.019239750584499,15.0498442913452
0.019239750584499,14.8777870215338
0.0202439276786709,15.3178679420951
0.0202439276786709,14.8720970895451
0.0212481047728429,15.9286470216988
0.0212481047728429,15.0935869150247
0.0222522818670147,17.2987472224232
0.0222522818670147,17.4980635315813
0.0232564589611868,18.3842612067536
0.0232564589611868,17.2702731010769
0.0242606360553586,18.8444450210624
0.0242606360553586,17.591050493326
0.0252648131495304,18.1325450405089
0.0252648131495304,18.63448302934
0.0262689902437025,20.7481055412555
0.0262689902437025,21.1110476982762
0.0272731673378743,21.2451301796051
0.0272731673378743,21.0058630552524
0.0282773444320463,21.8402292925427
0.0282773444320463,21.5801296037152
0.0292815215262182,22.3213628553366
0.0292815215262182,22.8242520161319
0.0302856986203902,23.9401581380127
0.0302856986203902,23.8658989025157
0.031289875714562,24.3151318363839
0.031289875714562,24.8599137584661
0.0322940528087339,25.951995207268
0.0322940528087339,25.5052873604702
0.0332982299029059,25.6241852749109
0.0332982299029059,26.2058533435795
0.0343024069970777,27.1438781688354
0.0343024069970777,26.9492501260638
0.0353065840912498,28.0047710493422
0.0353065840912498,27.81866303276
0.0363107611854216,28.526888087407
0.0363107611854216,28.5391332964779
0.0373149382795936,28.9280069551751
0.0373149382795936,30.0827024557217
0.0383191153737655,30.2884112870958
0.0383191153737655,30.7921229059491
0.0393232924679373,31.2517766492111
0.0393232924679373,31.5083877541376
0.0403274695621093,32.1188691649031
0.0403274695621093,32.5297117341369
0.0413316466562812,32.6369954345768
0.0413316466562812,33.1291475015013
0.0423358237504532,33.2044965081955
0.0423358237504532,33.5252963051677
0.043340000844625,34.4929062018532
0.043340000844625,35.1279088665758
0.0443441779387971,35.4220338688392
0.0443441779387971,35.1165005915671
0.0453483550329689,36.0152347078846
0.0453483550329689,36.0091741820519
0.0463525321271408,36.8905636169311
0.0463525321271408,36.9510259769024
0.0473567092213128,37.3685462190461
0.0473567092213128,38.25064021292
0.0483608863154846,38.2531935909884
0.0483608863154846,38.7630998310116
0.0493650634096566,38.9123829794612
0.0493650634096566,39.2631948288053
0.0503692405038285,39.6228520404266
0.0503692405038285,40.2061345609466
0.0513734175980005,40.9490634912416
0.0513734175980005,40.756474370624
0.0523775946921724,41.803035833438
0.0523775946921724,41.958307566167
0.0533817717863442,42.1630992193173
0.0533817717863442,41.8426806810393
0.0543859488805162,42.59183986364
0.0543859488805162,42.4713070973706
0.0553901259746881,42.9457826032252
0.0553901259746881,43.1408345974538
0.0563943030688601,44.0366410603271
0.0563943030688601,44.1428388098591
0.0573984801630319,44.9320932447243
0.0573984801630319,43.9801443174331
0.058402657257204,44.3853919696914
0.058402657257204,44.2574071595774
0.0594068343513758,45.2118783737248
0.0594068343513758,45.5194651437422
0.0604110114455476,45.4208099822379
0.0604110114455476,45.7625945697108
0.0614151885397197,46.025701972288
0.0614151885397197,46.3908191875543
0.0624193656338917,45.8225808328317
0.0624193656338917,45.9556609110725
0.0634235427280635,46.0498457625988
0.0634235427280635,47.0776517015738
0.0644277198222354,47.1832977257808
0.0644277198222354,46.7185599305017
0.0654318969164074,46.7127356326531
0.0654318969164074,47.2319476544891
0.0664360740105792,47.6725263076277
0.0664360740105792,46.4903473967376
0.0674402511047511,47.1047579408347
0.0674402511047511,47.0425243293232
0.0684444281989231,47.8038792418139
0.0684444281989231,46.4004059946761
0.0694486052930951,47.4764463308465
0.0694486052930951,46.8881950589411
0.070452782387267,48.2901510916769
0.070452782387267,46.0942663233313
0.0714569594814388,47.4878917329048
0.0714569594814388,47.72522270479
0.0724611365756108,48.5373049034229
0.0724611365756108,47.9392717723023
0.0734653136697827,49.6277718821095
0.0734653136697827,49.7769899485157
0.0744694907639545,50.767334333307
0.0744694907639545,50.7645872225552
0.0754736678581266,52.6537885554056
0.0754736678581266,52.4394533730175
