# LAMMPS data file written by OVITO Basic 3.11.0

6480 atoms
2 atom types

0.0 45.4482 xlo xhi
0.0 78.7186 ylo yhi
0.0 60.4004 zlo zhi

Masses

1 208.98038  # Bi
2 127.6  # Te

Atoms  # atomic

1 1 1.262550996 2.186802708 2.025829416
2 1 5.049749502 0.0 2.025829416
3 1 1.262550996 2.186802708 8.041105252
4 1 5.049749502 0.0 8.041105252
5 1 0.0 0.0 12.09216008
6 1 3.787198506 2.186802708 12.09216008
7 1 0.0 0.0 18.10803992
8 1 3.787198506 2.186802708 18.10803992
9 1 2.525101992 0.0 22.159094748
10 1 6.312300498 2.186802708 22.159094748
11 1 2.525101992 0.0 28.174370584
12 1 6.312300498 2.186802708 28.174370584
13 2 2.525101992 0.0 3.766568944
14 2 6.312300498 2.186802708 3.766568944
15 2 0.0 0.0 0.0
16 2 3.787198506 2.186802708 0.0
17 2 0.0 0.0 6.29976172
18 2 3.787198506 2.186802708 6.29976172
19 2 1.262550996 2.186802708 13.833503612
20 2 5.049749502 0.0 13.833503612
21 2 2.525101992 0.0 10.066934668
22 2 6.312300498 2.186802708 10.066934668
23 2 2.525101992 0.0 16.366696388
24 2 6.312300498 2.186802708 16.366696388
25 2 0.0 0.0 23.90043828
26 2 3.787198506 2.186802708 23.90043828
27 2 1.262550996 2.186802708 20.133265332
28 2 5.049749502 0.0 20.133265332
29 2 1.262550996 2.186802708 26.433631056
30 2 5.049749502 0.0 26.433631056
31 1 1.262550996 2.186802708 32.226029416
32 1 5.049749502 0.0 32.226029416
33 1 1.262550996 2.186802708 38.241305252
34 1 5.049749502 0.0 38.241305252
35 1 0.0 0.0 42.29236008
36 1 3.787198506 2.186802708 42.29236008
37 1 0.0 0.0 48.30823992
38 1 3.787198506 2.186802708 48.30823992
39 1 2.525101992 0.0 52.359294748
40 1 6.312300498 2.186802708 52.359294748
41 1 2.525101992 0.0 58.374570584
42 1 6.312300498 2.186802708 58.374570584
43 2 2.525101992 0.0 33.966768944
44 2 6.312300498 2.186802708 33.966768944
45 2 0.0 0.0 30.2002
46 2 3.787198506 2.186802708 30.2002
47 2 0.0 0.0 36.49996172
48 2 3.787198506 2.186802708 36.49996172
49 2 1.262550996 2.186802708 44.033703612
50 2 5.049749502 0.0 44.033703612
51 2 2.525101992 0.0 40.267134668
52 2 6.312300498 2.186802708 40.267134668
53 2 2.525101992 0.0 46.566896388
54 2 6.312300498 2.186802708 46.566896388
55 2 0.0 0.0 54.10063828
56 2 3.787198506 2.186802708 54.10063828
57 2 1.262550996 2.186802708 50.333465332
58 2 5.049749502 0.0 50.333465332
59 2 1.262550996 2.186802708 56.633831056
60 2 5.049749502 0.0 56.633831056
61 1 8.836948008 2.186802708 2.025829416
62 1 12.624600996 0.0 2.025829416
63 1 8.836948008 2.186802708 8.041105252
64 1 12.624600996 0.0 8.041105252
65 1 7.574851494 0.0 12.09216008
66 1 11.36205 2.186802708 12.09216008
67 1 7.574851494 0.0 18.10803992
68 1 11.36205 2.186802708 18.10803992
69 1 10.099499004 0.0 22.159094748
70 1 13.887151992 2.186802708 22.159094748
71 1 10.099499004 0.0 28.174370584
72 1 13.887151992 2.186802708 28.174370584
73 2 10.099499004 0.0 3.766568944
74 2 13.887151992 2.186802708 3.766568944
75 2 7.574851494 0.0 0.0
76 2 11.36205 2.186802708 0.0
77 2 7.574851494 0.0 6.29976172
78 2 11.36205 2.186802708 6.29976172
79 2 8.836948008 2.186802708 13.833503612
80 2 12.624600996 0.0 13.833503612
81 2 10.099499004 0.0 10.066934668
82 2 13.887151992 2.186802708 10.066934668
83 2 10.099499004 0.0 16.366696388
84 2 13.887151992 2.186802708 16.366696388
85 2 7.574851494 0.0 23.90043828
86 2 11.36205 2.186802708 23.90043828
87 2 8.836948008 2.186802708 20.133265332
88 2 12.624600996 0.0 20.133265332
89 2 8.836948008 2.186802708 26.433631056
90 2 12.624600996 0.0 26.433631056
91 1 8.836948008 2.186802708 32.226029416
92 1 12.624600996 0.0 32.226029416
93 1 8.836948008 2.186802708 38.241305252
94 1 12.624600996 0.0 38.241305252
95 1 7.574851494 0.0 42.29236008
96 1 11.36205 2.186802708 42.29236008
97 1 7.574851494 0.0 48.30823992
98 1 11.36205 2.186802708 48.30823992
99 1 10.099499004 0.0 52.359294748
100 1 13.887151992 2.186802708 52.359294748
101 1 10.099499004 0.0 58.374570584
102 1 13.887151992 2.186802708 58.374570584
103 2 10.099499004 0.0 33.966768944
104 2 13.887151992 2.186802708 33.966768944
105 2 7.574851494 0.0 30.2002
106 2 11.36205 2.186802708 30.2002
107 2 7.574851494 0.0 36.49996172
108 2 11.36205 2.186802708 36.49996172
109 2 8.836948008 2.186802708 44.033703612
110 2 12.624600996 0.0 44.033703612
111 2 10.099499004 0.0 40.267134668
112 2 13.887151992 2.186802708 40.267134668
113 2 10.099499004 0.0 46.566896388
114 2 13.887151992 2.186802708 46.566896388
115 2 7.574851494 0.0 54.10063828
116 2 11.36205 2.186802708 54.10063828
117 2 8.836948008 2.186802708 50.333465332
118 2 12.624600996 0.0 50.333465332
119 2 8.836948008 2.186802708 56.633831056
120 2 12.624600996 0.0 56.633831056
121 1 16.411799502 2.186802708 2.025829416
122 1 20.198998008 0.0 2.025829416
123 1 16.411799502 2.186802708 8.041105252
124 1 20.198998008 0.0 8.041105252
125 1 15.149248506 0.0 12.09216008
126 1 18.936901494 2.186802708 12.09216008
127 1 15.149248506 0.0 18.10803992
128 1 18.936901494 2.186802708 18.10803992
129 1 17.674350498 0.0 22.159094748
130 1 21.461549004 2.186802708 22.159094748
131 1 17.674350498 0.0 28.174370584
132 1 21.461549004 2.186802708 28.174370584
133 2 17.674350498 0.0 3.766568944
134 2 21.461549004 2.186802708 3.766568944
135 2 15.149248506 0.0 0.0
136 2 18.936901494 2.186802708 0.0
137 2 15.149248506 0.0 6.29976172
138 2 18.936901494 2.186802708 6.29976172
139 2 16.411799502 2.186802708 13.833503612
140 2 20.198998008 0.0 13.833503612
141 2 17.674350498 0.0 10.066934668
142 2 21.461549004 2.186802708 10.066934668
143 2 17.674350498 0.0 16.366696388
144 2 21.461549004 2.186802708 16.366696388
145 2 15.149248506 0.0 23.90043828
146 2 18.936901494 2.186802708 23.90043828
147 2 16.411799502 2.186802708 20.133265332
148 2 20.198998008 0.0 20.133265332
149 2 16.411799502 2.186802708 26.433631056
150 2 20.198998008 0.0 26.433631056
151 1 16.411799502 2.186802708 32.226029416
152 1 20.198998008 0.0 32.226029416
153 1 16.411799502 2.186802708 38.241305252
154 1 20.198998008 0.0 38.241305252
155 1 15.149248506 0.0 42.29236008
156 1 18.936901494 2.186802708 42.29236008
157 1 15.149248506 0.0 48.30823992
158 1 18.936901494 2.186802708 48.30823992
159 1 17.674350498 0.0 52.359294748
160 1 21.461549004 2.186802708 52.359294748
161 1 17.674350498 0.0 58.374570584
162 1 21.461549004 2.186802708 58.374570584
163 2 17.674350498 0.0 33.966768944
164 2 21.461549004 2.186802708 33.966768944
165 2 15.149248506 0.0 30.2002
166 2 18.936901494 2.186802708 30.2002
167 2 15.149248506 0.0 36.49996172
168 2 18.936901494 2.186802708 36.49996172
169 2 16.411799502 2.186802708 44.033703612
170 2 20.198998008 0.0 44.033703612
